Start Time, End Time, Time in Bed (mins), Is nap, Sleep quality, Awake duration (mins), REM sleep duration (mins), Light sleep duration (mins), Deep sleep duration (mins), Amount of audio recordings, Wake-up mood, 
Optional(2023-03-09 23:32:03 +0000), Optional(2023-03-10 07:01:16 +0000), 449, No, 53, 127, 79, 206, 37, 0, Bad, 
Optional(2023-03-10 23:51:51 +0000), Optional(2023-03-11 07:46:08 +0000), 474, No, 74, 64, 92, 259, 59, 0, OK, 
Optional(2023-03-12 02:00:09 +0000), Optional(2023-03-12 09:31:08 +0000), 451, No, 47, 170, 70, 144, 66, 0, Bad, 
Optional(2023-03-12 23:35:40 +0000), Optional(2023-03-13 07:01:09 +0000), 445, No, 56, 139, 58, 173, 76, 0, Bad, 
Optional(2023-03-13 23:03:15 +0000), Optional(2023-03-14 07:01:07 +0000), 478, No, 41, 176, 61, 222, 19, 0, Bad, 
Optional(2023-03-14 23:15:37 +0000), Optional(2023-03-15 07:01:11 +0000), 466, No, 58, 124, 74, 242, 26, 0, Bad, 
Optional(2023-03-15 22:56:01 +0000), Optional(2023-03-16 07:01:10 +0000), 485, No, 64, 131, 70, 207, 77, 0, OK, 
Optional(2023-03-17 00:13:53 +0000), Optional(2023-03-17 07:46:04 +0000), 452, No, 68, 118, 82, 149, 103, 0, OK, 
Optional(2023-03-18 00:45:55 +0000), Optional(2023-03-18 08:11:13 +0000), 445, No, 65, 82, 68, 261, 34, 0, OK, 
Optional(2023-03-19 00:45:00 +0000), Optional(2023-03-19 08:11:06 +0000), 446, No, 20, 229, 60, 153, 4, 0, Bad, 
Optional(2023-03-19 23:06:00 +0000), Optional(2023-03-20 07:01:08 +0000), 475, No, 56, 120, 61, 238, 57, 0, OK, 
Optional(2023-03-20 22:37:07 +0000), Optional(2023-03-21 07:01:08 +0000), 504, No, 42, 194, 73, 216, 21, 0, OK, 
Optional(2023-03-21 22:34:35 +0000), Optional(2023-03-22 07:01:04 +0000), 506, No, 63, 137, 64, 238, 67, 0, OK, 
Optional(2023-03-22 23:04:31 +0000), Optional(2023-03-23 07:01:10 +0000), 477, No, 74, 83, 75, 238, 80, 0, OK, 
Optional(2023-03-24 00:23:14 +0000), Optional(2023-03-24 07:01:08 +0000), 398, No, 54, 117, 75, 163, 43, 0, Bad, 
Optional(2023-03-24 23:59:52 +0000), Optional(2023-03-25 08:11:08 +0000), 491, No, 62, 105, 101, 259, 27, 0, OK, 
Optional(2023-03-26 01:01:37 +0000), Optional(2023-03-26 07:05:34 +0000), 364, No, 73, 62, 73, 138, 91, 0, OK, 
Optional(2023-03-26 22:36:31 +0000), Optional(2023-03-27 06:01:11 +0000), 445, No, 78, 66, 72, 229, 78, 0, Bad, 
Optional(2023-03-27 20:29:08 +0000), Optional(2023-03-28 06:01:08 +0000), 572, No, 67, 115, 110, 284, 63, 0, Bad, 
Optional(2023-03-28 21:49:22 +0000), Optional(2023-03-29 06:01:08 +0000), 492, No, 48, 175, 56, 196, 65, 0, Bad, 
Optional(2023-03-29 21:49:14 +0000), Optional(2023-03-30 06:10:08 +0000), 501, No, 68, 151, 87, 175, 87, 0, Bad, 
Optional(2023-03-30 21:51:22 +0000), Optional(2023-03-31 06:01:20 +0000), 490, No, 62, 104, 63, 264, 59, 0, Bad, 
Optional(2023-03-31 22:42:31 +0000), Optional(2023-04-01 07:11:05 +0000), 509, No, 62, 120, 80, 280, 29, 0, OK, 
Optional(2023-04-01 21:18:11 +0000), Optional(2023-04-02 06:46:08 +0000), 568, No, 52, 228, 84, 204, 52, 0, Bad, 
Optional(2023-04-02 22:18:08 +0000), Optional(2023-04-03 06:01:09 +0000), 463, No, 38, 190, 61, 184, 28, 0, Bad, 
Optional(2023-04-03 22:13:01 +0000), Optional(2023-04-04 06:20:15 +0000), 487, No, 58, 133, 81, 230, 43, 0, Bad, 
Optional(2023-04-04 21:39:16 +0000), Optional(2023-04-05 06:01:12 +0000), 502, No, 48, 174, 81, 213, 35, 0, Bad, 
Optional(2023-04-05 21:26:35 +0000), Optional(2023-04-06 06:01:07 +0000), 515, No, 59, 159, 76, 220, 60, 0, OK, 
Optional(2023-04-07 01:24:56 +0000), Optional(2023-04-07 08:31:09 +0000), 426, No, 68, 77, 64, 221, 65, 0, OK, 
Optional(2023-04-07 21:42:44 +0000), Optional(2023-04-08 06:46:09 +0000), 543, No, 73, 135, 98, 206, 104, 0, OK, 
Optional(2023-04-08 23:11:56 +0000), Optional(2023-04-09 06:46:14 +0000), 454, No, 57, 113, 70, 256, 15, 0, OK, 
Optional(2023-04-09 23:38:39 +0000), Optional(2023-04-10 07:11:07 +0000), 452, No, 28, 185, 78, 169, 21, 0, Bad, 
Optional(2023-04-10 21:47:33 +0000), Optional(2023-04-11 06:01:08 +0000), 494, No, 56, 149, 121, 164, 59, 0, OK, 
Optional(2023-04-11 22:25:19 +0000), Optional(2023-04-12 06:01:14 +0000), 456, No, 44, 160, 64, 183, 49, 0, OK, 
Optional(2023-04-12 21:33:13 +0000), Optional(2023-04-13 06:01:08 +0000), 508, No, 77, 103, 80, 218, 107, 0, OK, 
Optional(2023-04-13 22:09:29 +0000), Optional(2023-04-14 06:46:11 +0000), 517, No, 63, 122, 67, 271, 57, 0, Bad, 
Optional(2023-04-15 00:31:26 +0000), Optional(2023-04-15 07:11:10 +0000), 400, No, 67, 96, 76, 138, 90, 0, OK, 
Optional(2023-04-16 00:26:35 +0000), Optional(2023-04-16 07:00:31 +0000), 394, No, 49, 115, 62, 174, 43, 0, OK, 
Optional(2023-04-16 22:02:32 +0000), Optional(2023-04-17 06:01:05 +0000), 479, No, 75, 58, 43, 227, 151, 0, Undefined, 
Optional(2023-04-17 21:41:16 +0000), Optional(2023-04-18 06:01:04 +0000), 500, No, 75, 90, 59, 245, 106, 0, Undefined, 
Optional(2023-04-18 23:24:38 +0000), Optional(2023-04-19 06:40:07 +0000), 435, No, 68, 89, 87, 198, 62, 0, Undefined, 
Optional(2023-04-19 22:41:00 +0000), Optional(2023-04-20 06:01:08 +0000), 440, No, 60, 131, 73, 193, 44, 0, Undefined, 
Optional(2023-04-20 22:50:49 +0000), Optional(2023-04-21 06:01:04 +0000), 430, No, 28, 197, 43, 142, 49, 0, Undefined, 
Optional(2023-04-21 23:45:03 +0000), Optional(2023-04-22 06:46:12 +0000), 421, No, 44, 132, 83, 167, 39, 0, Undefined, 
Optional(2023-04-23 00:59:15 +0000), Optional(2023-04-23 08:31:04 +0000), 452, No, 72, 92, 56, 212, 92, 0, Undefined, 
Optional(2023-04-24 23:18:18 +0000), Optional(2023-04-25 06:22:09 +0000), 424, No, 53, 140, 67, 133, 84, 0, Undefined, 
Optional(2023-04-25 22:36:57 +0000), Optional(2023-04-26 06:01:05 +0000), 444, No, 80, 68, 74, 208, 93, 0, Undefined, 
Optional(2023-04-26 22:37:04 +0000), Optional(2023-04-27 06:01:09 +0000), 444, No, 70, 101, 80, 196, 67, 0, Undefined, 
Optional(2023-04-27 23:14:16 +0000), Optional(2023-04-28 06:01:08 +0000), 407, No, 47, 108, 72, 194, 32, 0, Undefined, 
Optional(2023-04-28 22:47:05 +0000), Optional(2023-04-29 07:11:04 +0000), 504, No, 52, 190, 106, 159, 49, 0, Undefined, 
Optional(2023-04-30 02:08:48 +0000), Optional(2023-04-30 08:31:10 +0000), 382, No, 65, 76, 57, 181, 69, 0, Undefined, 
Optional(2023-04-30 23:29:08 +0000), Optional(2023-05-01 08:31:04 +0000), 542, No, 57, 181, 84, 228, 49, 0, Undefined, 
Optional(2023-05-01 22:20:09 +0000), Optional(2023-05-02 06:01:05 +0000), 461, No, 65, 106, 78, 219, 58, 0, Undefined, 
Optional(2023-05-02 22:39:30 +0000), Optional(2023-05-03 06:10:40 +0000), 451, No, 42, 145, 39, 234, 34, 0, Undefined, 
Optional(2023-05-03 22:59:23 +0000), Optional(2023-05-04 06:01:14 +0000), 422, No, 59, 109, 73, 196, 43, 0, Undefined, 
Optional(2023-05-04 22:33:08 +0000), Optional(2023-05-05 06:01:09 +0000), 448, No, 74, 92, 70, 198, 87, 0, Undefined, 
Optional(2023-05-06 00:18:00 +0000), Optional(2023-05-06 07:11:15 +0000), 413, No, 47, 124, 76, 177, 37, 0, Undefined, 
Optional(2023-05-07 01:09:29 +0000), Optional(2023-05-07 07:00:25 +0000), 351, No, 46, 89, 65, 152, 46, 0, Undefined, 
Optional(2023-05-07 22:47:36 +0000), Optional(2023-05-08 06:43:22 +0000), 476, No, 54, 158, 77, 181, 60, 0, Undefined, 
Optional(2023-05-08 22:21:15 +0000), Optional(2023-05-09 06:46:09 +0000), 505, No, 52, 134, 49, 283, 40, 0, Undefined, 
Optional(2023-05-09 21:56:46 +0000), Optional(2023-05-10 06:46:11 +0000), 529, No, 64, 166, 79, 190, 95, 0, Undefined, 
Optional(2023-05-10 23:00:38 +0000), Optional(2023-05-11 06:46:05 +0000), 465, No, 68, 112, 66, 201, 86, 0, Undefined, 
Optional(2023-05-11 22:35:54 +0000), Optional(2023-05-12 06:01:16 +0000), 445, No, 22, 200, 37, 183, 26, 0, Undefined, 
Optional(2023-05-13 01:23:04 +0000), Optional(2023-05-13 07:11:02 +0000), 348, No, 44, 97, 63, 138, 50, 0, Undefined, 
Optional(2023-05-13 22:18:54 +0000), Optional(2023-05-14 06:46:09 +0000), 507, No, 44, 174, 53, 275, 5, 0, Undefined, 
Optional(2023-05-14 22:07:59 +0000), Optional(2023-05-15 06:15:13 +0000), 487, No, 44, 159, 71, 241, 17, 0, Undefined, 
Optional(2023-05-15 21:05:37 +0000), Optional(2023-05-16 06:04:15 +0000), 539, No, 52, 210, 75, 173, 81, 0, Undefined, 
Optional(2023-05-16 21:20:51 +0000), Optional(2023-05-17 05:58:04 +0000), 517, No, 54, 182, 67, 204, 64, 0, Undefined, 
Optional(2023-05-17 20:57:46 +0000), Optional(2023-05-18 04:46:06 +0000), 468, No, 67, 110, 81, 235, 42, 0, Undefined, 
Optional(2023-05-18 22:06:20 +0000), Optional(2023-05-19 06:46:04 +0000), 520, No, 49, 172, 119, 203, 26, 0, Undefined, 
Optional(2023-05-19 23:15:19 +0000), Optional(2023-05-20 07:11:07 +0000), 476, No, 78, 111, 86, 178, 101, 0, Undefined, 
Optional(2023-05-20 23:30:35 +0000), Optional(2023-05-21 07:11:13 +0000), 461, No, 59, 132, 72, 175, 82, 0, Undefined, 
Optional(2023-05-21 21:58:56 +0000), Optional(2023-05-22 06:01:06 +0000), 482, No, 23, 220, 77, 183, 3, 0, Undefined, 
Optional(2023-05-22 21:29:31 +0000), Optional(2023-05-23 06:01:15 +0000), 512, No, 52, 170, 83, 232, 26, 0, Undefined, 
Optional(2023-05-23 20:48:44 +0000), Optional(2023-05-24 06:01:05 +0000), 552, No, 10, 421, 0, 131, 0, 0, Bad, 
Optional(2023-05-24 21:17:31 +0000), Optional(2023-05-25 06:17:53 +0000), 540, No, 16, 358, 27, 146, 9, 0, Undefined, 
Optional(2023-05-25 20:39:44 +0000), Optional(2023-05-26 06:01:52 +0000), 562, No, 17, 481, 10, 66, 5, 0, Undefined, 
Optional(2023-05-26 20:07:25 +0000), Optional(2023-05-27 05:02:05 +0000), 535, No, 20, 327, 50, 149, 8, 0, Undefined, 
Optional(2023-05-27 22:17:55 +0000), Optional(2023-05-28 05:04:21 +0000), 406, No, 21, 322, 27, 57, 0, 0, Undefined, 
Optional(2023-05-29 00:41:52 +0000), Optional(2023-05-29 05:52:22 +0000), 311, No, 19, 123, 42, 141, 4, 0, Undefined, 
Optional(2023-05-29 22:26:20 +0000), Optional(2023-05-30 06:20:43 +0000), 474, No, 23, 207, 33, 194, 41, 0, Undefined, 
Optional(2023-05-30 21:19:13 +0000), Optional(2023-05-31 05:53:58 +0000), 515, No, 26, 272, 51, 179, 13, 0, Undefined, 
Optional(2023-05-31 22:04:14 +0000), Optional(2023-06-01 06:20:25 +0000), 496, No, 22, 252, 37, 187, 20, 0, Undefined, 
Optional(2023-06-01 23:39:28 +0000), Optional(2023-06-02 06:58:44 +0000), 439, No, 68, 83, 65, 229, 62, 0, Undefined, 
Optional(2023-06-02 23:54:15 +0000), Optional(2023-06-03 06:46:08 +0000), 412, No, 22, 191, 46, 157, 18, 0, Undefined, 
Optional(2023-06-03 23:44:11 +0000), Optional(2023-06-04 07:25:08 +0000), 461, No, 68, 97, 69, 219, 76, 0, Undefined, 
Optional(2023-06-04 21:13:31 +0000), Optional(2023-06-05 05:51:45 +0000), 518, No, 33, 221, 20, 221, 57, 0, Undefined, 
Optional(2023-06-05 21:19:05 +0000), Optional(2023-06-06 06:01:13 +0000), 522, No, 56, 131, 69, 280, 42, 0, Undefined, 
Optional(2023-06-06 21:21:25 +0000), Optional(2023-06-07 06:01:17 +0000), 520, No, 64, 118, 81, 255, 65, 0, Undefined, 
Optional(2023-06-07 22:24:58 +0000), Optional(2023-06-08 06:01:09 +0000), 456, No, 69, 78, 81, 244, 53, 0, Undefined, 
Optional(2023-06-08 22:02:25 +0000), Optional(2023-06-09 06:01:10 +0000), 479, No, 51, 121, 104, 249, 4, 0, Undefined, 
Optional(2023-06-09 22:14:35 +0000), Optional(2023-06-10 06:58:56 +0000), 524, No, 59, 168, 61, 197, 98, 0, Undefined, 
Optional(2023-06-10 23:08:59 +0000), Optional(2023-06-11 06:46:12 +0000), 457, No, 32, 163, 50, 222, 23, 0, Undefined, 
Optional(2023-06-11 21:42:01 +0000), Optional(2023-06-12 06:15:09 +0000), 513, No, 62, 135, 96, 254, 29, 0, Undefined, 
Optional(2023-06-12 22:26:45 +0000), Optional(2023-06-13 06:01:22 +0000), 455, No, 54, 129, 89, 195, 42, 0, Undefined, 
Optional(2023-06-13 21:59:55 +0000), Optional(2023-06-14 06:01:07 +0000), 481, No, 65, 138, 78, 194, 71, 0, Undefined, 
Optional(2023-06-14 22:08:20 +0000), Optional(2023-06-15 05:47:23 +0000), 459, No, 68, 50, 55, 294, 59, 0, Undefined, 
Optional(2023-06-15 22:03:14 +0000), Optional(2023-06-16 06:01:04 +0000), 478, No, 68, 97, 68, 252, 61, 0, Undefined, 
Optional(2023-06-16 22:42:36 +0000), Optional(2023-06-17 06:32:12 +0000), 470, No, 63, 117, 99, 202, 51, 0, Undefined, 
Optional(2023-06-18 01:30:22 +0000), Optional(2023-06-18 07:33:33 +0000), 363, No, 74, 58, 75, 142, 89, 0, Undefined, 
Optional(2023-06-18 22:05:32 +0000), Optional(2023-06-19 06:01:08 +0000), 476, No, 69, 88, 100, 247, 41, 0, Undefined, 
Optional(2023-06-19 21:56:35 +0000), Optional(2023-06-20 06:10:12 +0000), 494, No, 67, 130, 70, 199, 94, 0, Undefined, 
Optional(2023-06-20 21:58:09 +0000), Optional(2023-06-21 06:01:06 +0000), 483, No, 80, 44, 72, 294, 74, 0, Undefined, 
Optional(2023-06-21 21:41:14 +0000), Optional(2023-06-22 06:01:10 +0000), 500, No, 58, 153, 54, 215, 78, 0, Undefined, 
Optional(2023-06-22 23:12:11 +0000), Optional(2023-06-23 05:56:09 +0000), 404, No, 32, 162, 71, 139, 32, 0, Undefined, 
Optional(2023-06-23 23:03:14 +0000), Optional(2023-06-24 06:46:06 +0000), 463, No, 48, 178, 71, 138, 75, 0, Undefined, 
Optional(2023-06-24 23:24:37 +0000), Optional(2023-06-25 07:04:49 +0000), 460, No, 80, 66, 85, 242, 67, 0, Undefined, 
Optional(2023-06-25 22:33:48 +0000), Optional(2023-06-26 06:01:09 +0000), 447, No, 60, 95, 72, 255, 26, 0, Undefined, 
Optional(2023-06-26 22:38:47 +0000), Optional(2023-06-27 06:09:15 +0000), 450, No, 78, 36, 66, 208, 141, 0, Undefined, 
Optional(2023-06-27 21:48:13 +0000), Optional(2023-06-28 06:01:08 +0000), 493, No, 79, 97, 73, 216, 106, 0, Undefined, 
Optional(2023-06-28 21:45:49 +0000), Optional(2023-06-29 06:01:08 +0000), 495, No, 58, 156, 88, 200, 51, 0, Undefined, 
Optional(2023-06-29 23:20:45 +0000), Optional(2023-06-30 06:37:53 +0000), 437, No, 67, 102, 73, 204, 58, 0, Undefined, 
Optional(2023-07-01 00:03:26 +0000), Optional(2023-07-01 06:46:08 +0000), 403, No, 54, 110, 66, 158, 69, 0, Undefined, 
Optional(2023-07-02 02:47:59 +0000), Optional(2023-07-02 08:31:03 +0000), 343, No, 78, 30, 59, 158, 96, 0, Undefined, 
Optional(2023-07-02 21:46:55 +0000), Optional(2023-07-03 06:01:09 +0000), 494, No, 77, 80, 78, 258, 78, 0, Undefined, 
Optional(2023-07-03 21:30:47 +0000), Optional(2023-07-04 06:01:14 +0000), 510, No, 78, 86, 72, 253, 100, 0, Undefined, 
Optional(2023-07-04 22:31:23 +0000), Optional(2023-07-05 06:14:15 +0000), 463, No, 67, 125, 100, 166, 72, 0, Undefined, 
Optional(2023-07-05 21:51:02 +0000), Optional(2023-07-06 06:01:06 +0000), 490, No, 81, 85, 99, 203, 103, 0, Undefined, 
Optional(2023-07-06 22:45:37 +0000), Optional(2023-07-07 06:12:07 +0000), 446, No, 68, 72, 73, 265, 36, 0, Undefined, 
Optional(2023-07-08 00:09:51 +0000), Optional(2023-07-08 06:46:10 +0000), 396, No, 75, 49, 64, 225, 58, 0, Undefined, 
Optional(2023-07-09 00:11:31 +0000), Optional(2023-07-09 07:11:07 +0000), 420, No, 47, 139, 76, 186, 18, 0, Undefined, 
Optional(2023-07-09 22:19:55 +0000), Optional(2023-07-10 06:01:13 +0000), 461, No, 65, 128, 90, 179, 64, 0, Undefined, 
Optional(2023-07-10 22:35:49 +0000), Optional(2023-07-11 06:01:09 +0000), 445, No, 73, 81, 62, 242, 61, 0, Undefined, 
Optional(2023-07-11 22:49:47 +0000), Optional(2023-07-12 06:07:16 +0000), 437, No, 69, 108, 80, 203, 47, 0, Undefined, 
Optional(2023-07-12 22:35:55 +0000), Optional(2023-07-13 06:14:05 +0000), 458, No, 81, 74, 90, 200, 94, 0, Undefined, 
Optional(2023-07-13 21:51:34 +0000), Optional(2023-07-14 06:15:08 +0000), 504, No, 63, 130, 123, 219, 32, 0, Undefined, 
Optional(2023-07-14 22:31:40 +0000), Optional(2023-07-15 06:01:09 +0000), 449, No, 81, 33, 84, 266, 67, 0, Undefined, 
Optional(2023-07-16 01:31:55 +0000), Optional(2023-07-16 08:31:12 +0000), 419, No, 67, 91, 88, 169, 71, 0, Undefined, 
Optional(2023-07-16 22:24:46 +0000), Optional(2023-07-17 06:01:08 +0000), 456, No, 72, 112, 86, 175, 83, 0, Undefined, 
Optional(2023-07-17 21:49:52 +0000), Optional(2023-07-18 06:15:10 +0000), 505, No, 70, 114, 78, 242, 71, 0, Undefined, 
Optional(2023-07-18 23:17:09 +0000), Optional(2023-07-19 06:14:17 +0000), 417, No, 42, 129, 51, 188, 48, 0, Undefined, 
Optional(2023-07-19 23:11:10 +0000), Optional(2023-07-20 06:01:18 +0000), 410, No, 41, 128, 51, 191, 40, 0, Undefined, 
Optional(2023-07-20 23:32:46 +0000), Optional(2023-07-21 06:01:14 +0000), 388, No, 38, 119, 75, 148, 46, 0, Undefined, 
Optional(2023-07-21 22:15:42 +0000), Optional(2023-07-22 07:11:08 +0000), 535, No, 77, 93, 84, 247, 111, 0, Undefined, 
Optional(2023-07-23 03:15:02 +0000), Optional(2023-07-23 08:12:18 +0000), 297, No, 28, 99, 31, 142, 25, 0, Undefined, 
Optional(2023-07-23 22:21:54 +0000), Optional(2023-07-24 06:20:47 +0000), 479, No, 60, 116, 62, 255, 46, 0, Undefined, 
Optional(2023-07-24 22:17:37 +0000), Optional(2023-07-25 07:25:10 +0000), 548, No, 79, 79, 89, 267, 113, 0, Undefined, 
Optional(2023-07-25 22:13:42 +0000), Optional(2023-07-26 06:15:07 +0000), 481, No, 67, 114, 57, 187, 124, 0, Undefined, 
Optional(2023-07-26 22:27:37 +0000), Optional(2023-07-27 06:01:12 +0000), 454, No, 52, 134, 64, 212, 43, 0, Undefined, 
Optional(2023-07-27 22:43:48 +0000), Optional(2023-07-28 06:01:14 +0000), 437, No, 52, 128, 74, 218, 18, 0, Undefined, 
Optional(2023-07-29 01:38:15 +0000), Optional(2023-07-29 08:31:19 +0000), 413, No, 42, 134, 72, 172, 35, 0, Undefined, 
Optional(2023-07-29 23:22:51 +0000), Optional(2023-07-30 07:11:03 +0000), 468, No, 62, 133, 82, 193, 60, 0, Undefined, 
Optional(2023-07-31 22:13:07 +0000), Optional(2023-08-01 07:00:10 +0000), 527, No, 65, 156, 70, 187, 114, 0, Undefined, 
Optional(2023-08-01 21:36:00 +0000), Optional(2023-08-02 06:15:12 +0000), 519, No, 53, 146, 35, 293, 45, 0, Undefined, 
Optional(2023-08-02 21:37:02 +0000), Optional(2023-08-03 06:15:03 +0000), 518, No, 60, 157, 96, 204, 61, 0, Undefined, 
Optional(2023-08-03 22:25:49 +0000), Optional(2023-08-04 06:15:05 +0000), 469, No, 54, 123, 60, 238, 48, 0, Undefined, 
Optional(2023-08-04 23:18:28 +0000), Optional(2023-08-05 06:46:12 +0000), 448, No, 81, 63, 68, 214, 104, 0, Undefined, 
Optional(2023-08-06 02:20:53 +0000), Optional(2023-08-06 08:50:42 +0000), 390, No, 65, 64, 77, 192, 57, 0, Undefined, 
Optional(2023-08-06 22:09:51 +0000), Optional(2023-08-07 06:01:13 +0000), 471, No, 75, 90, 71, 207, 104, 0, Undefined, 
Optional(2023-08-07 21:53:09 +0000), Optional(2023-08-08 07:09:07 +0000), 556, No, 59, 151, 96, 255, 54, 0, Undefined, 
Optional(2023-08-08 21:54:45 +0000), Optional(2023-08-09 06:01:11 +0000), 486, No, 74, 99, 74, 226, 87, 0, Undefined, 
Optional(2023-08-09 22:44:00 +0000), Optional(2023-08-10 06:15:05 +0000), 451, No, 64, 111, 92, 205, 43, 0, Undefined, 
Optional(2023-08-10 22:42:35 +0000), Optional(2023-08-11 06:15:17 +0000), 453, No, 86, 53, 105, 183, 111, 0, Undefined, 
Optional(2023-08-11 22:55:11 +0000), Optional(2023-08-12 07:00:07 +0000), 485, No, 52, 150, 74, 233, 29, 0, Undefined, 
Optional(2023-08-13 00:10:59 +0000), Optional(2023-08-13 09:00:02 +0000), 529, No, 57, 169, 93, 222, 46, 0, Undefined, 
Optional(2023-08-13 21:56:22 +0000), Optional(2023-08-14 06:01:18 +0000), 485, No, 59, 129, 41, 203, 112, 0, Undefined, 
Optional(2023-08-14 22:05:36 +0000), Optional(2023-08-15 06:15:07 +0000), 490, No, 86, 64, 108, 206, 112, 0, Undefined, 
Optional(2023-08-15 22:31:42 +0000), Optional(2023-08-16 06:01:08 +0000), 449, No, 85, 63, 90, 201, 95, 0, Undefined, 
Optional(2023-08-16 22:25:22 +0000), Optional(2023-08-17 06:01:10 +0000), 456, No, 65, 97, 107, 192, 59, 0, Undefined, 
Optional(2023-08-17 22:40:26 +0000), Optional(2023-08-18 06:15:07 +0000), 455, No, 85, 51, 111, 211, 83, 0, Undefined, 
Optional(2023-08-19 00:34:10 +0000), Optional(2023-08-19 06:46:05 +0000), 372, No, 77, 39, 59, 209, 65, 0, Undefined, 
Optional(2023-08-19 23:59:34 +0000), Optional(2023-08-20 07:25:08 +0000), 446, No, 49, 131, 26, 231, 57, 0, Undefined, 
Optional(2023-08-20 22:10:50 +0000), Optional(2023-08-21 06:01:12 +0000), 470, No, 38, 187, 81, 182, 20, 0, Undefined, 
Optional(2023-08-21 21:23:22 +0000), Optional(2023-08-22 06:01:19 +0000), 518, No, 68, 126, 103, 231, 58, 0, Undefined, 
Optional(2023-08-22 22:36:30 +0000), Optional(2023-08-23 06:15:11 +0000), 459, No, 67, 120, 75, 172, 92, 0, Undefined, 
Optional(2023-08-23 22:52:22 +0000), Optional(2023-08-24 06:01:06 +0000), 429, No, 72, 96, 62, 192, 79, 0, Undefined, 
Optional(2023-08-24 22:33:11 +0000), Optional(2023-08-25 06:15:06 +0000), 462, No, 67, 108, 73, 207, 74, 0, Undefined, 
Optional(2023-08-25 23:24:57 +0000), Optional(2023-08-26 06:51:30 +0000), 447, No, 84, 61, 110, 195, 80, 0, Undefined, 
Optional(2023-08-27 02:49:24 +0000), Optional(2023-08-27 09:00:08 +0000), 371, No, 31, 135, 35, 111, 90, 0, Undefined, 
Optional(2023-08-27 22:10:09 +0000), Optional(2023-08-28 07:10:45 +0000), 541, No, 63, 146, 71, 256, 67, 0, Undefined, 
Optional(2023-08-28 21:42:54 +0000), Optional(2023-08-29 06:15:10 +0000), 512, No, 68, 143, 103, 193, 74, 0, Undefined, 
Optional(2023-08-29 22:01:08 +0000), Optional(2023-08-30 06:15:10 +0000), 494, No, 42, 169, 61, 251, 13, 0, Undefined, 
Optional(2023-08-30 22:24:21 +0000), Optional(2023-08-31 06:01:06 +0000), 457, No, 73, 109, 69, 159, 120, 0, Undefined, 
Optional(2023-08-31 22:57:02 +0000), Optional(2023-09-01 06:15:08 +0000), 438, No, 64, 86, 66, 244, 42, 0, Undefined, 
Optional(2023-09-01 22:23:41 +0000), Optional(2023-09-02 07:00:12 +0000), 517, No, 72, 128, 82, 147, 160, 0, Undefined, 
Optional(2023-09-03 01:42:50 +0000), Optional(2023-09-03 09:00:14 +0000), 437, No, 57, 92, 68, 255, 24, 0, Undefined, 
Optional(2023-09-03 22:10:17 +0000), Optional(2023-09-04 06:01:11 +0000), 471, No, 69, 107, 71, 219, 74, 0, Undefined, 
Optional(2023-09-04 22:14:50 +0000), Optional(2023-09-05 06:15:04 +0000), 480, No, 77, 92, 83, 209, 96, 0, Undefined, 
Optional(2023-09-05 22:37:35 +0000), Optional(2023-09-06 06:15:09 +0000), 458, No, 79, 83, 96, 208, 71, 0, Undefined, 
Optional(2023-09-06 22:59:22 +0000), Optional(2023-09-07 06:01:21 +0000), 422, No, 80, 73, 91, 149, 110, 0, Undefined, 
Optional(2023-09-07 23:22:33 +0000), Optional(2023-09-08 07:00:03 +0000), 457, No, 46, 180, 60, 149, 68, 0, Undefined, 
Optional(2023-09-08 23:43:10 +0000), Optional(2023-09-09 06:43:25 +0000), 420, No, 62, 88, 36, 185, 111, 0, Undefined, 
Optional(2023-09-10 01:00:43 +0000), Optional(2023-09-10 07:18:43 +0000), 378, No, 48, 110, 57, 127, 83, 0, Undefined, 
Optional(2023-09-10 21:55:30 +0000), Optional(2023-09-11 06:01:14 +0000), 486, No, 51, 170, 89, 195, 32, 0, Undefined, 
Optional(2023-09-11 21:03:10 +0000), Optional(2023-09-12 06:15:07 +0000), 552, No, 64, 174, 74, 222, 82, 0, Undefined, 
Optional(2023-09-12 22:05:40 +0000), Optional(2023-09-13 06:15:10 +0000), 490, No, 80, 66, 65, 256, 102, 0, Undefined, 
Optional(2023-09-13 22:27:14 +0000), Optional(2023-09-14 06:15:08 +0000), 468, No, 84, 62, 87, 228, 91, 0, Undefined, 
Optional(2023-09-14 23:19:29 +0000), Optional(2023-09-15 06:46:05 +0000), 447, No, 73, 87, 69, 198, 92, 0, Undefined, 
Optional(2023-09-15 23:57:03 +0000), Optional(2023-09-16 07:11:17 +0000), 434, No, 56, 108, 64, 236, 26, 0, Undefined, 
Optional(2023-09-17 00:44:25 +0000), Optional(2023-09-17 08:35:32 +0000), 471, No, 58, 142, 37, 219, 74, 0, Undefined, 
Optional(2023-09-17 21:45:45 +0000), Optional(2023-09-18 07:25:09 +0000), 579, No, 59, 153, 87, 295, 44, 0, Undefined, 
Optional(2023-09-18 22:56:29 +0000), Optional(2023-09-19 07:11:08 +0000), 495, No, 67, 129, 82, 202, 81, 0, Undefined, 
Optional(2023-09-19 22:52:18 +0000), Optional(2023-09-20 07:11:11 +0000), 499, No, 74, 128, 91, 171, 109, 0, Undefined, 
